Time,Left_Shoulder_Elbow_Angle,Left_Shoulder_Angle,Right_Shoulder_Elbow_Angle,Right_Shoulder_Angle
0.6295554637908936,165.76141896401444,16.62933715367754,143.4447717942019,25.948707580811664
0.6887881755828857,170.69327019961113,16.393214329911302,144.3761208928337,25.625332497848355
0.7478182315826416,173.21201819118235,16.539906588535512,145.34475421137782,25.33391336635357
0.784721851348877,175.65321637889247,16.427958488590004,146.0660458743475,25.120455970260466
0.8336637020111084,176.76665259534366,16.593907772794473,146.75068128037256,24.93593801766107
0.8795099258422852,178.834054285244,16.287885758446965,147.1129145784812,24.83507664977796
0.927778959274292,177.85413322490007,16.171946391508683,146.47418769732818,25.062570078002548
0.9718954563140869,179.17630286462196,16.123620590984505,146.27854187540618,24.8992072744102
1.0212316513061523,177.66925068276578,16.495986235585452,146.10558994805095,25.144935930627653
1.0607120990753174,177.04322926022107,16.493929410605457,146.35547475416237,25.212720275566642
1.105860948562622,176.3426093300101,16.493210675836764,146.31391314857615,25.284936895223684
1.1560862064361572,175.34352610701575,16.36821546441961,146.12221074357637,25.510380062536047
1.2067883014678955,174.91989421635176,16.105141057763607,145.91092814815414,25.696993621262095
1.2522351741790771,174.64087117704784,15.668463035591115,145.874139854455,25.70719895475115
1.3021235466003418,174.5559920744867,15.356464605094496,145.83828091267102,25.653127095354854
1.3435568809509277,174.68684003427856,15.095603807467818,146.10257193779105,24.940929312061254
1.3954012393951416,174.56546235071534,15.057239643553311,146.09833766906763,24.802543607505207
1.4369995594024658,174.63081560077052,15.007516143799462,146.08054019772229,25.258679409125204
1.4806897640228271,174.41424945821566,15.13033470483968,146.3072888344769,25.542176696610255
1.5266282558441162,174.27660541293608,15.108023291427314,146.26411940212483,25.084861484473453
1.5740349292755127,173.94482024862504,15.200380782417938,146.8763173214597,25.16178202709891
1.623791217803955,173.77183263857523,15.230061816882463,147.11446701281776,25.311459566142265
1.6776378154754639,173.70932998955882,15.27400662300147,147.10810182242955,25.375117082138985
1.7225873470306396,173.58454355464372,15.298534621611418,147.34055547029425,24.660665071755936
1.7745823860168457,173.66950554841372,14.754657523551886,147.59923091197982,24.86580382136887
1.819162130355835,173.75854052394615,14.819760988565095,147.56411051348502,24.9930837819798
1.866743803024292,173.81355395785047,14.48056721633449,147.44006849987937,24.99565911801566
1.909343957901001,173.84286755528007,14.724838295282947,147.4484666677665,25.057385430070987
1.9570183753967285,173.89360513828478,14.867132738680848,147.29576162719496,25.01863392853954
2.010023355484009,173.93411742053053,14.396529798360811,146.96731176384372,25.017193764319085
2.071960926055908,174.04174438199834,14.159727422535887,146.92662417517496,25.055003260886796
2.1264264583587646,174.1244661940951,14.490816619601297,146.7209925776304,25.156587130311017
2.1640625,174.22130967074006,14.64166026429976,146.6412555596288,25.13314102592562
2.2136218547821045,174.26895387934115,14.808036850881086,146.7195677008367,25.140330495086907
2.274921178817749,174.3819538618115,14.197179081286604,146.6716545161827,25.234022108956005
2.3312206268310547,174.52258656018446,13.9483466003258,146.6834438729667,25.19137589665101
2.3890187740325928,174.47319854868596,13.71416593560393,146.70617315913412,25.25378890379994
2.4237101078033447,174.5157368807754,13.588373249364391,146.6844825345494,25.306329408539213
2.477004051208496,174.49822370897851,14.188705033871573,146.4051506524716,25.493942096319888
2.5300240516662598,174.5004285732905,14.524735987292766,146.2353859861962,25.539091025067613
2.5839922428131104,174.49244332310306,14.715000830034368,146.10065845369405,25.592865825418954
2.630707025527954,174.58519548721708,14.944120123681179,146.05194847196464,25.597560736766173
2.682361602783203,174.24117735356603,15.268773190035802,146.05424873407776,25.701118351143794
2.7204606533050537,174.06360730859706,15.391671980097811,145.8726719187513,25.232928133534603
2.785158634185791,174.32004211388804,15.673500254294801,145.98579793487212,25.422976955450288
2.8295300006866455,174.61507171758214,16.00969743314967,145.95442352854394,25.67156086482524
2.886869192123413,175.85982575938527,16.13834446609261,146.13148075521113,25.996622303277302
2.9290552139282227,177.9054048827868,16.72602479409482,145.63102681382856,25.868326508911142
2.9769399166107178,178.3654595187457,17.3377575840077,145.50442168592983,25.771270514452603
3.023399591445923,178.46357023172774,18.11508273548439,145.20587633372799,25.630883812277396
3.067898988723755,179.11041477290726,18.85684372866558,145.24008963076082,25.554842892543387
3.114955425262451,179.91328577972462,19.429774751874703,145.3284820040038,25.439366949060794
3.1669867038726807,179.75593278557972,20.087777086514965,145.3676128579414,26.03266530767498
3.2136282920837402,179.51798825808095,20.204972339560058,145.1861316598517,25.57810528470043
3.270266532897949,176.44320660020452,22.076348105145577,145.3420772686407,25.924237798910085
3.324401378631592,177.3367921567207,23.625660376412153,145.34607340780232,25.46199180487037
3.38824725151062,177.3607211427602,24.77530173095946,145.31955063113892,25.22790720523869
3.4399185180664062,177.2709975667611,25.821568422257297,145.1133982207605,25.618911348550693
3.4840099811553955,177.45299390123552,26.70580973409638,145.26668125142902,25.004901469616595
3.5357089042663574,177.42559327328436,29.04632216336008,145.2253455803131,24.748054520736876
3.5761308670043945,176.83289955180936,30.259864131079727,145.1312437470391,24.402246316903266
3.630849838256836,177.16879192961449,31.30497960506046,144.86094112059712,25.113338775957274
3.6748578548431396,178.30994749488607,32.83049861920932,144.86511886079012,25.431774846057163
3.7207798957824707,179.90066058375933,34.4561172366222,144.8151815912128,25.6915821441241
3.7670247554779053,178.0718864691438,35.65225427644057,144.95424890325066,25.80714658679717
3.817167043685913,178.36755774510604,36.531203035584454,144.72627427417345,26.06774955355165
